unit_id,amplitude_cutoff,firing_range,firing_rate,isi_violations_ratio,rp_contamination,rp_violations,sd_ratio,snr,silhouette,mad_ratio,quality_label
339,0.11960210065282181,2.8,0.6073861213583224,0.0,0.0,0,11.77026238428569,1.2951702,0.03644653894378416,4.164039,0.0
341,0.00020522029716134768,2.7,0.6127311192262755,0.0,0.0,0,1.6164866545296916,2.1391919,0.009860401729658241,1.608488,0.0
342,0.03412603066617531,1.0,0.2089408257472629,0.0,0.0,0,0.9346065259511608,2.4029098,0.032021751990045075,0.92528164,1.0
345,0.010975670215432144,1.6,0.3435375902402671,0.0,0.0,0,1.0909003438765845,24.818848,0.11111540613348664,0.43752387,1.0
346,0.004344977734854767,1.8,0.3896989354634996,0.0,0.0,0,1.149990075566847,4.156677,0.03020133964665709,0.9347407,0.0
348,0.0057874627752371515,2.0,0.4640429967177582,0.0,0.0,0,7.365549234888763,3.145764,0.012523648302501982,4.19816,0.0
350,0.018467739254491515,2.8,0.6793006381271477,0.0,0.0,0,8.111935892531113,4.382534,0.017830863925423733,5.3805747,0.0
358,0.0014583141318502064,1.6,0.38483984649263303,0.0,0.0,0,1.6866063787855334,7.4868636,0.07389740923874498,0.9251884,1.0
365,0.029287686516622592,1.0,0.17249765846576354,0.0,0.0,0,8.361604705453066,1.9132613,0.020284964671868754,4.2034535,0.0
368,0.020503690605011417,1.0,0.20602537236474294,0.0,0.0,0,25.845645668619685,19.297195,0.02049483203700068,12.8386965,0.0
371,0.01202441911045109,1.0,0.22060263927734267,0.0,0.0,0,4.389066422012533,5.0389266,0.046201492340388645,2.5722454,0.0
374,9.980048514681911e-05,4.8,1.2599617701457038,0.10202787950412047,0.16698357669993158,1,1.3721211281955292,3.073487,0.03210601593868277,1.1560444,0.0
380,0.00809378887816108,0.8,0.15403312037647054,0.0,0.0,0,1.3095617657074365,4.3911996,0.030464151787038537,1.0517853,0.0
381,0.004552941223305917,1.4,0.2803694336190016,0.0,0.0,0,6.181681599233624,8.825114,0.05922146878760414,4.434357,0.0
384,0.0003121624323473826,1.8,0.40281847568483936,0.0,0.0,0,4.006364684110315,1.72804,0.05914018655065685,2.1708033,0.0
385,0.0014433866916586631,1.6,0.3882412087722396,0.0,0.0,0,1.0605093921169282,4.604473,0.046489287215691545,0.8894541,1.0
386,0.0036413475196715797,0.8,0.15840630045025045,0.0,0.0,0,1.4607220496640412,7.0834155,0.10154565169942918,1.0301889,0.0
389,0.016335868366939413,2.6,0.6700683690825012,0.0,0.0,0,1.172133158599748,3.857629,0.1901440751146879,1.0326556,1.0
390,0.0012772102458793774,1.6,0.35811485715286684,0.0,0.0,0,1.0433657485454706,2.354704,0.025854651691456988,0.97927946,0.0
391,0.5,0.6,0.08940723706394504,0.0,0.0,0,17.662376247266984,86.417595,0.37677049857358785,2.1681752,1.0
393,0.016727256499852804,2.8,0.678814729230061,0.0,0.0,0,8.960429535373274,3.3382275,0.008770819276954256,5.1468863,0.0
396,0.0022066268593349246,1.0,0.21720127699773606,0.0,0.0,0,1.5319840993460152,3.3446007,0.029900644612675685,1.4971992,0.0
398,0.010261124347273106,2.4,0.5903793099602893,0.4646985723720978,1.0,1,8.216639586754455,4.5723276,0.020757034306564854,5.973555,0.0
399,0.006844489388789266,1.6,0.3697766706829466,0.0,0.0,0,2.3161014908105853,12.43089,0.11827924817296609,1.0293125,1.0
400,0.0007544324707008133,1.6,0.3435375902402671,0.0,0.0,0,1.486644177982216,2.7382433,0.018133127697199925,1.3075776,0.0
401,0.01609738989554075,0.8,0.16180766272985705,0.0,0.0,0,1.1636913625031111,7.158094,0.3306087954644469,0.7623329,1.0
402,0.5,0.6,0.09961132390276486,32.64721713265913,1.0,2,18.33951049271367,71.21623,0.3402683484899117,3.4299748,1.0
405,0.0007937668729257519,1.0,0.20699719015891624,0.0,0.0,0,1.2922199574442659,1.1055605,0.0769009316428652,1.1317331,0.0
408,0.004170155038389702,0.6,0.11904767978623118,0.0,0.0,0,4.048802599753774,9.804899,0.3062465631296095,2.3544314,0.0
410,0.0011795082052447248,1.0,0.221574457071516,0.0,0.0,0,1.0180009002237613,31.74176,0.2673639491669907,0.3964627,1.0
411,0.0010434779769061507,0.6,0.12050540647749115,0.0,0.0,0,2.1219925814717335,7.5473037,0.1906665542996951,0.91547537,1.0
413,0.004872991795832869,2.6,0.6841597270980143,0.0,0.0,0,1.2632642821908389,7.577754,0.05247764960819256,0.9086006,1.0
420,0.11764634637805017,0.6,0.1336249466988309,0.0,0.0,0,8.3907354297135,44.61288,0.2306361242703418,2.556502,0.0
424,0.004673131992493718,0.8,0.15063175809686394,0.0,0.0,0,1.3034429145232145,7.5063696,0.1712332809104925,0.8173815,1.0
426,0.0051957870313477554,2.2,0.5403306935603636,0.0,0.0,0,1.0419507471859022,6.9752784,0.187231599522385,0.6612622,1.0
429,0.016307641667799255,0.8,0.15646266486190383,0.0,0.0,0,8.719962311571432,1.679022,0.09567395874612883,3.9293716,0.0
432,0.0006636369274536519,4.4,1.1977654313186117,0.22579797489395143,0.4320157789884074,2,1.465598022799254,3.9150772,0.1634070413789582,1.1508331,1.0
435,0.004234276215579844,1.6,0.36394576391790673,0.0,0.0,0,1.0519639323232122,6.583671,0.23539787913470786,0.84021884,1.0
438,0.008527027173768754,3.6,0.9650150696141025,0.0,0.0,0,1.094358824360351,3.2514048,0.08883996434821487,0.9844252,1.0
440,0.002681985339411323,0.8,0.1603499360385971,0.0,0.0,0,1.2954901116130246,0.4606971,0.07488859938471798,1.1276579,0.0
442,0.08784589313184643,0.8,0.14139948905221744,0.0,0.0,0,11.23188895253056,1.4850868,0.0982650516491796,4.12183,0.0
445,0.005664182397532143,1.4,0.29008761156073476,0.0,0.0,0,3.5252176346956006,0.2527031,0.033883142904040014,1.3430604,0.0
446,0.0075527007660405,0.9,0.17346947625993686,0.0,0.0,0,2.549733668758478,1.639426,0.04985183564752156,1.8918391,0.0
448,0.006323429706302538,0.5,0.09037905485811835,0.0,0.0,0,2.615176856338365,2.120264,0.2038100173264275,2.4641678,0.0
449,0.000721226873720648,1.2,0.24489808413167555,0.0,0.0,0,2.8040908076325386,6.4928646,0.039019972983755154,2.553112,0.0
450,0.003590954985695532,1.0,0.17930038302497675,0.0,0.0,0,2.7059178163527062,3.313218,0.04366196854337907,2.451596,0.0
451,0.0014484734017224579,5.0,1.4105935282425677,0.0,0.0,0,1.0261776222971593,5.7619567,0.07639921795567137,0.8498966,1.0
452,0.00022251520948467438,4.8,1.2988344819126365,0.0,0.0,0,0.9685588373162229,1.5957996,0.16278058637333737,0.9379075,1.0
453,0.017031826532084824,1.4,0.3367348656810539,0.0,0.0,0,1.3910505699274214,8.1411705,0.31207015357385287,0.9874745,1.0
455,0.0006448386944840511,2.0,0.5626825028263498,0.0,0.0,0,2.0753788254162586,3.8408067,0.10291978125912045,1.9319354,1.0
458,0.06856219348713946,0.6,0.1175899530949712,0.0,0.0,0,1.713689845586052,2.4889526,0.1390245041659433,1.5208205,0.0
459,0.0014903568487480221,3.0,0.8415942097540914,0.2286799658913323,0.43967857231228147,1,3.1752624848957502,2.4975405,0.15369030132951855,1.5871464,1.0
460,0.013105509833951789,0.8,0.18027220081915007,4.983977521232772,1.0,1,1.3322272183412978,2.1773634,0.20278181224585112,1.171752,1.0
461,0.020457503291303684,0.6,0.12244904206583777,0.0,0.0,0,1.2888139910375207,7.064843,0.20202970100544912,1.0005261,0.0
462,0.01611735490883491,0.6,0.11661813530079788,0.0,0.0,0,1.446418802313709,4.1894727,0.2237592737102005,1.2282403,1.0
463,0.011781986568966146,0.8,0.1554908470677305,0.0,0.0,0,1.1663909780323252,7.2076845,0.19970614018769767,0.9677583,0.0
465,0.025383623945489292,1.6,0.36345985502082007,1.2260853362978636,1.0,1,1.7051773516839148,8.193528,0.08160083273438261,1.2537118,1.0
466,0.025519608011937246,0.6,0.10495632177071809,0.0,0.0,0,1.8757542015523363,6.210529,0.27548196091251725,1.0865917,1.0
469,0.009638671779727102,0.8,0.16618084280363699,0.0,0.0,0,1.6130893595871274,3.946586,0.07284575513974298,1.3912468,0.0
470,0.0018252333216134634,1.0,0.20796900795308956,0.0,0.0,0,3.2106605655660543,1.134499,0.1330991380323665,2.933775,0.0
471,0.00021247879518069732,5.699999999999999,1.5136062144249391,0.14139621620646745,0.0,0,2.5130004438671625,4.4478374,0.026371680999699294,2.0570762,0.0
472,0.0007394772473194074,1.6,0.37074848847711994,0.0,0.0,0,1.4513342970854304,5.013978,0.20428367028034147,1.1388963,1.0
473,0.0020253707923189217,1.0,0.22983490832198916,0.0,0.0,0,2.007485728798688,5.504014,0.16776852485054994,1.478041,1.0
475,0.018367449660160826,0.6,0.12293495096292444,21.4344748394757,1.0,2,1.9446261032854555,1.7584467,0.23054270881859565,1.794904,0.0
477,0.07559346904317252,2.6,0.6904765427601408,0.0,0.0,0,2.6099651511266653,11.931729,0.22952001078212986,1.3575743,1.0
478,0.0031718537071607393,4.0,1.0830909316061603,0.5522856364803366,1.0,4,1.2669030803895067,2.9660866,0.15225210287405022,1.1472089,1.0
479,0.0025448200539723424,2.0,0.5466475092224901,0.0,0.0,0,1.0137237279475166,5.6214666,0.20454258769042058,0.8422375,1.0
482,0.03340359731289262,0.6,0.09280859934355165,0.0,0.0,0,2.1896253300648696,0.61103505,0.10314634271895723,1.1725918,0.0
483,0.0030482050133529104,1.6,0.3688048528887733,0.0,0.0,0,0.9875792794325529,0.8968195,0.05965335791950619,0.94869125,0.0
484,0.0030429613574800905,1.4,0.31875623648884754,0.0,0.0,0,3.3350452864873903,2.6030474,0.011081099937659109,3.1730397,0.0
485,0.002567876353125459,3.4,0.8994173685074037,0.0,0.0,0,1.0840979469172984,3.7794614,0.047227780514632785,0.9527827,1.0
487,0.001109113373786116,3.2,0.8867837371831506,0.0,0.0,0,0.990004905966674,8.385794,0.090578463567607,0.84650695,1.0
490,0.003261173786912385,2.6,0.6384842907718684,0.0,0.0,0,1.8378641407472274,0.22902171,0.0357829706803975,1.0363384,0.0
